,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
63,F29477,2019-09-11 00:00:00,2019-11-10,1800.0000000000002
64,F29478,2019-09-11 00:00:00,2019-10-11,12213.000000000002
65,F29479,2019-09-11 00:00:00,2019-09-11,4135.0
66,F29480,2019-09-12 00:00:00,2019-10-12,10264.95
67,F29481,2019-09-12 00:00:00,2019-10-12,10327.1
68,F29482,2019-09-12 00:00:00,2019-09-12,167.24
69,F29483,2019-09-12 00:00:00,2019-09-12,474.27000000000004
70,F29484,2019-09-12 00:00:00,2019-09-12,3616.5550000000003
71,F29485,2019-09-12 00:00:00,2019-09-27,976.5000000000001
72,F29486,2019-09-12 00:00:00,2019-09-27,976.5000000000001
73,F29487,2019-09-12 00:00:00,2019-10-12,5856.000000000001
74,F29488,2019-09-12 00:00:00,2019-09-12,1502.4
75,F29489,2019-09-12 00:00:00,2019-10-12,24408.000000000004
76,F29490,2019-09-12 00:00:00,2019-09-12,493.96000000000004
77,F29491,2019-09-12 00:00:00,2019-09-27,1330.0
78,F29492,2019-09-12 00:00:00,2019-10-12,262.94
79,F29493,2019-09-12 00:00:00,2019-10-12,448.28000000000003
80,F29494,2019-09-12 00:00:00,2019-09-12,103.44800000000001
81,F29495,2019-09-12 00:00:00,2019-09-12,346.55
82,F29496,2019-09-12 00:00:00,2019-09-12,241.37930000000003
83,F29497,2019-09-12 00:00:00,2019-09-12,7140.540000000001
84,F29498,2019-09-12 00:00:00,2019-09-12,605.69
85,F29499,2019-09-12 00:00:00,2019-09-12,1218.8826000000001
86,F29500,2019-09-13 00:00:00,2019-09-13,4464.8
87,F29501,2019-09-13 00:00:00,2019-09-13,4464.8
88,F29502,2019-09-13 00:00:00,2019-09-13,252.15600000000003
89,F29503,2019-09-13 00:00:00,2019-09-13,1025.45
90,F29504,2019-09-13 00:00:00,2019-09-13,2989.0400000000004
91,F29505,2019-09-13 00:00:00,2019-09-13,315.0
92,F29506,2019-09-13 00:00:00,2019-09-13,466.8272
93,F29507,2019-09-13 00:00:00,2019-10-13,1764.0956
94,F29508,2019-09-13 00:00:00,2019-09-28,2730.7300000000005
95,F29509,2019-09-13 00:00:00,2019-10-13,83873.0
96,F29510,2019-09-13 00:00:00,2019-09-13,679.82
97,F29511,2019-09-17 00:00:00,2019-09-17,783.1500000000001
98,F29512,2019-09-17 00:00:00,2019-09-17,25075.600000000002
99,F29513,2019-09-17 00:00:00,2019-09-17,112733.70000000001
100,F29514,2019-09-17 00:00:00,2019-09-17,305.52000000000004
101,F29515,2019-09-17 00:00:00,2019-09-17,144.0
102,F29516,2019-09-17 00:00:00,2019-10-17,7700.000000000001
103,F29517,2019-09-17 00:00:00,2019-09-17,252.16000000000003
104,F29518,2019-09-17 00:00:00,2019-10-17,1550.0000000000002
105,,2019-09-17 00:00:00,2019-09-17,595.0200000000001
106,F29520,2019-09-17 00:00:00,2019-09-17,1682.0000000000002
107,F29521,2019-09-17 00:00:00,2019-09-17,1496.46
108,F29522,2019-09-17 00:00:00,2019-09-17,1227.6100000000001
109,F29523,2019-09-17 00:00:00,2019-09-17,226.8272
110,F29524,2019-09-17 00:00:00,2019-09-17,2594.8272
111,F29525,2019-09-10 00:00:00,2019-09-17,227.60000000000002
112,F29526,2019-09-18 00:00:00,2019-09-18,4023.5000000000005
113,F29527,2019-09-18 00:00:00,2019-09-18,3000.0000000000005
114,F29528,2019-09-18 00:00:00,2019-10-03,2697.0
115,F29529,2019-09-18 00:00:00,2019-09-18,1228.5
116,F29530,2019-09-18 00:00:00,2019-10-03,2697.0
117,F29531,2019-09-18 00:00:00,2019-09-18,1215.5400000000002
118,F29532,2019-09-06 00:00:00,2019-09-18,7784.4800000000005
119,F29533,2019-09-18 00:00:00,2019-10-18,17230.0
120,F29534,2019-09-18 00:00:00,2019-10-03,7096.4237
121,F29535,2019-09-18 00:00:00,2019-09-18,1487.8700000000001
122,F29536,2019-09-18 00:00:00,2019-09-18,912.6484
123,F29537,2019-09-18 00:00:00,2019-10-18,37000.0
124,F29538,2019-09-18 00:00:00,2019-10-18,2602.5
125,F29539,2019-09-18 00:00:00,2019-09-18,1197.7495000000001
126,F29540,2019-09-18 00:00:00,2019-09-18,1050.0
127,F29541,2019-09-18 00:00:00,2019-09-18,4118.62
128,F29542,2019-09-18 00:00:00,2019-10-03,6221.800000000001
129,F29543,2019-09-18 00:00:00,2019-10-18,6194.64
130,F29544,2019-09-19 00:00:00,2019-09-19,5129.784000000001
131,F29545,2019-09-19 00:00:00,2019-09-19,20274.0
132,F29546,2019-09-10 00:00:00,2019-09-19,1486.9
133,F29547,2019-09-19 00:00:00,2019-10-04,385.00000000000006
134,F29548,2019-09-19 00:00:00,2019-09-19,919.46
135,F29549,2019-09-19 00:00:00,2019-10-04,1155.0
136,F29550,2019-09-19 00:00:00,2019-09-19,852.2700000000001
137,F29551,2019-09-19 00:00:00,2019-09-19,3194.6400000000003
138,F29552,2019-09-19 00:00:00,2019-09-19,252.16000000000003
139,F29553,2019-09-10 00:00:00,2019-10-19,48480.00000000001
140,F29554,2019-09-13 00:00:00,2019-11-03,35725.0
141,F29555,2019-09-19 00:00:00,2019-09-19,232.8
142,F29556,2019-09-19 00:00:00,2019-09-19,110.00000000000001
143,F29557,2019-09-19 00:00:00,2019-09-19,252.16000000000003
144,F29558,2019-09-19 00:00:00,2019-11-18,19000.0
145,F29559,2019-09-19 00:00:00,2019-11-18,4410.0
146,F29560,2019-09-19 00:00:00,2019-09-19,3112.9900000000007
147,F29561,2019-09-19 00:00:00,2019-09-19,252.16000000000003
148,F29562,2019-09-19 00:00:00,2019-09-19,252.16000000000003
149,F29563,2019-09-19 00:00:00,2019-10-04,249.05
150,F29564,2019-09-13 00:00:00,2019-10-19,1940.0000000000002
151,F29565,2019-09-19 00:00:00,2019-09-19,3365.9
152,F29566,2019-09-19 00:00:00,2019-09-19,43103.448200000006
153,F29567,2019-09-19 00:00:00,2019-11-18,19000.0
154,F29568,2019-09-20 00:00:00,2019-09-20,1939.92
155,F29569,2019-09-20 00:00:00,2019-11-19,3112.0000000000005
156,F29570,2019-09-20 00:00:00,2019-09-20,568.11
157,F29571,2019-09-20 00:00:00,2019-09-20,568.11
158,F29572,2019-09-25 00:00:00,2019-09-20,841.34
159,F29573,2019-09-20 00:00:00,2019-11-19,33499.200000000004
160,F29574,2019-09-20 00:00:00,2019-09-20,420.00000000000006
161,F29575,2019-09-20 00:00:00,2019-11-19,33499.200000000004
162,F29576,2019-09-20 00:00:00,2019-10-20,5400.0
163,F29577,2019-09-20 00:00:00,2019-09-20,720.0000000000001
164,F29578,2019-09-20 00:00:00,2019-09-20,777.1
165,F29579,2019-09-20 00:00:00,2019-09-20,193.99
166,F29580,2019-09-05 00:00:00,2019-09-20,1540.65
167,F29581,2019-09-20 00:00:00,2019-09-20,2034.0000000000002
168,F29582,2019-09-10 00:00:00,2019-10-20,4679.0
169,F29583,2019-09-19 00:00:00,2019-09-20,120.00000000000001
170,F29584,2019-09-19 00:00:00,2019-09-20,2371.3500000000004
171,F29585,2019-09-19 00:00:00,2019-09-20,252.16000000000003
172,F29586,2019-09-20 00:00:00,2019-11-24,14240.000000000002
173,F29587,2019-09-17 00:00:00,2019-09-20,142.26000000000002
174,F29588,2019-09-18 00:00:00,2019-09-20,1700.0000000000002
175,F29589,2019-09-18 00:00:00,2019-09-20,708.0200000000001
176,F29590,2019-09-18 00:00:00,2019-09-20,111.00000000000001
177,F29591,2019-09-18 00:00:00,2019-09-20,918.34
178,F29592,2019-09-18 00:00:00,2019-09-20,102.42
179,F29593,2019-09-20 00:00:00,2019-09-20,695.69
180,F29594,2019-09-19 00:00:00,2019-10-05,2900.0
181,F29595,2019-09-20 00:00:00,2019-09-20,280.0
182,F29596,2019-09-17 00:00:00,2019-10-05,7125.9000000000015
183,F29597,2019-09-23 00:00:00,2019-10-08,7300.000000000001
184,F29598,2019-09-23 00:00:00,2019-09-23,3426.7500000000005
185,F29599,2019-09-06 00:00:00,2019-10-23,50994.00000000001
186,F29600,2019-09-23 00:00:00,2019-10-08,2790.5000000000005
187,F29601,2019-09-23 00:00:00,2019-10-08,2726.5200000000004
188,F29602,2019-09-23 00:00:00,2019-10-08,1363.2600000000002
189,F29603,2019-09-23 00:00:00,2019-09-23,1363.2600000000002
190,F29604,2019-09-23 00:00:00,2019-09-23,2726.5200000000004
191,F29605,2019-09-23 00:00:00,2019-09-23,1363.2600000000002
192,F29606,2019-09-23 00:00:00,2019-09-23,1282.3300000000002
193,F29607,2019-09-20 00:00:00,2019-10-23,1054.0
194,F29608,2019-09-20 00:00:00,2019-10-23,1054.0
195,F29609,2019-09-23 00:00:00,2019-09-23,1080.02
196,F29610,2019-09-23 00:00:00,2019-09-23,1540.0000000000002
197,F29611,2019-09-23 00:00:00,2019-09-23,3175.0000000000005
198,F29612,2019-09-25 00:00:00,2019-10-08,10463.01
199,F29613,2019-09-18 00:00:00,2019-10-08,4232.25
200,F29614,2019-09-25 00:00:00,2019-10-08,10463.01
201,F29615,2019-09-18 00:00:00,2019-10-08,4232.25
202,F29616,2019-09-18 00:00:00,2019-10-08,4232.25
203,F29617,2019-09-23 00:00:00,2019-10-23,2900.0000000000005
204,F29618,2019-09-23 00:00:00,2019-10-23,1450.0000000000002
205,F29619,2019-09-13 00:00:00,2019-09-23,1627.5000000000002
206,F29620,2019-09-09 00:00:00,2019-09-23,6186.337500000001
207,F29621,nan,2019-10-23,1230.0
208,F29622,2019-09-23 00:00:00,2019-09-23,6492.000000000001
209,F29623,2019-09-24 00:00:00,2019-09-24,2144.0
210,F29624,2019-09-24 00:00:00,2019-10-09,1319.0
211,F29625,2019-09-24 00:00:00,2019-09-24,4135.700000000001
212,F29626,2019-09-23 00:00:00,2019-09-24,4700.0
213,F29627,2019-09-24 00:00:00,2019-09-24,1900.0000000000002
214,F29628,2019-09-24 00:00:00,2019-09-24,287.1
215,F29629,2019-09-24 00:00:00,2019-09-24,287.1
216,F29630,2019-09-24 00:00:00,2019-09-24,3885.4800000000005
217,F29631,2019-09-24 00:00:00,2019-09-24,36.0
218,F29632,2019-09-24 00:00:00,2019-09-24,483.24000000000007
219,F29633,2019-09-24 00:00:00,2019-11-23,155913.0
220,F29634,2019-09-24 00:00:00,2019-09-24,364.00000000000006
221,F29635,2019-09-23 00:00:00,2019-09-24,120.00000000000001
222,F29636,2019-09-23 00:00:00,2019-09-24,36.21
223,F29637,2019-09-23 00:00:00,2019-09-24,456.00000000000006
224,F29638,2019-09-24 00:00:00,2019-09-24,682.5
225,F29639,2019-09-25 00:00:00,2019-10-25,1250.0
226,F29640,2019-09-25 00:00:00,2019-09-25,172.5
227,F29641,2019-09-13 00:00:00,2019-09-25,3743.0000000000005
228,F29642,2019-09-25 00:00:00,2019-10-25,6000.000000000001
229,F29643,2019-09-25 00:00:00,2019-09-25,333.96000000000004
230,F29644,2019-09-25 00:00:00,2019-09-25,1269.88
231,F29645,2019-09-25 00:00:00,2019-09-25,1269.88
232,F29646,2019-09-25 00:00:00,2019-09-25,789.0000000000001
233,F29647,2019-09-20 00:00:00,2019-10-25,4005.7500000000005
234,F29648,2019-09-25 00:00:00,2019-09-25,267.24
235,F29649,2019-09-25 00:00:00,2019-10-10,1999.7900000000002
236,F29650,2019-09-26 00:00:00,2019-10-26,1530.0000000000002
237,F29651,2019-09-26 00:00:00,2019-10-26,2750.0
238,F29652,2019-09-26 00:00:00,2019-09-26,2294.4950000000003
239,F29653,2019-09-26 00:00:00,2019-09-26,560.0
240,F29654,2019-09-26 00:00:00,2019-09-26,30.000000000000004
241,F29655,2019-09-26 00:00:00,2019-09-26,703.6
242,F29656,2019-09-26 00:00:00,2019-09-26,1228.5
243,F29657,2019-09-20 00:00:00,2019-09-26,2421.0
244,F29658,2019-09-23 00:00:00,2019-10-04,2360.0826
245,F29659,2019-09-26 00:00:00,2019-09-26,165.0
246,F29660,2019-09-26 00:00:00,2019-10-26,17230.0
247,F29661,2019-09-26 00:00:00,2019-09-26,276.0
248,F29662,2019-09-26 00:00:00,2019-09-26,2310.0
249,F29663,2019-09-26 00:00:00,2019-10-26,1250.0
250,F29664,2019-09-26 00:00:00,2019-09-26,2391.355
251,F29665,2019-09-24 00:00:00,2019-09-26,597.4200000000001
252,F29666,2019-09-25 00:00:00,2019-09-26,563.6
253,F29667,2019-09-24 00:00:00,2019-09-26,72.42
254,F29668,2019-09-24 00:00:00,2019-09-26,380.00000000000006
255,F29669,2019-09-24 00:00:00,2019-09-26,252.16000000000003
256,F29670,2019-09-26 00:00:00,2019-09-26,144.0
257,F29671,2019-09-26 00:00:00,2019-09-26,155.17060000000004
258,F29672,2019-09-26 00:00:00,2019-10-11,3855.7
259,F29673,2019-09-26 00:00:00,2019-11-25,4410.0
260,F29674,2019-09-27 00:00:00,2019-09-27,1096.8600000000001
261,F29675,2019-09-27 00:00:00,2019-10-12,21024.0
262,F29676,2019-09-18 00:00:00,2019-09-27,645.09
263,F29677,2019-09-27 00:00:00,2019-10-27,4528.6
264,F29678,2019-09-27 00:00:00,2019-09-27,600.0
265,F29679,2019-09-27 00:00:00,2019-09-27,625.0
266,F29680,2019-09-20 00:00:00,2019-09-27,1190.0
267,F29681,2019-09-27 00:00:00,2019-09-27,1836.2400000000002
268,F29682,2019-09-27 00:00:00,2019-09-27,1687.66
269,F29683,2019-09-27 00:00:00,2019-10-12,21024.0
270,F29684,2019-09-27 00:00:00,2019-09-27,2556.0
271,F29685,2019-09-19 00:00:00,2019-09-27,5392.320000000001
272,F29686,2019-09-27 00:00:00,2019-09-27,3662.76
273,F29687,2019-09-27 00:00:00,2019-11-26,155913.0
274,F29688,2019-09-19 00:00:00,2019-09-27,2366.4
275,F29689,2019-09-27 00:00:00,2019-10-12,1440.0000000000002
276,F29690,2019-09-27 00:00:00,2019-09-27,2855.5
277,F29691,2019-09-30 00:00:00,2019-10-30,3150.0000000000005
278,F29692,2019-09-30 00:00:00,2019-09-30,527.63
279,F29693,2019-09-30 00:00:00,2019-09-30,1055.18
280,F29694,2019-09-30 00:00:00,2019-09-30,6300.7327000000005
281,F29695,2019-09-30 00:00:00,2019-09-30,3196.0
282,F29696,2019-09-30 00:00:00,2019-09-30,4938.0
283,F29697,2019-09-30 00:00:00,2019-09-30,857.4000000000001
284,F29698,2019-09-20 00:00:00,2019-09-30,53971.64
285,F29699,2019-09-30 00:00:00,2019-09-30,777.1
286,F29700,2019-09-30 00:00:00,2019-09-30,180.00000000000003
287,F29701,2019-09-12 00:00:00,2019-09-30,1900.5000000000002
288,F29702,2019-09-30 00:00:00,2019-09-30,332.76000000000005
289,F29703,2019-09-30 00:00:00,2019-09-30,1080.42
290,F29704,2019-09-30 00:00:00,2019-09-30,2830.1724000000004
291,F29705,2019-09-30 00:00:00,2019-09-30,299.43690000000004
292,F29706,2019-09-30 00:00:00,2019-09-30,6737.198200000001
293,F29707,2019-09-30 00:00:00,2019-09-30,11190.000000000002
294,F29708,2019-09-30 00:00:00,2019-09-30,2700.0
295,F29709,2019-09-30 00:00:00,2019-09-30,3662.7586
296,F29710,2019-09-30 00:00:00,2019-09-30,5255.25
297,F29711,2019-09-30 00:00:00,2019-09-30,3117.4482000000003
298,F29712,2019-09-30 00:00:00,2019-09-30,3356.844
299,F29713,2019-09-30 00:00:00,2019-09-30,4070.5517000000004
300,F29714,2019-09-30 00:00:00,2019-09-30,8143.793100000001
301,F29715,2019-09-30 00:00:00,2019-09-30,636.5517000000001
302,F29716,2019-09-30 00:00:00,2019-09-30,5570.646500000001
303,F29717,2019-09-30 00:00:00,2019-09-30,3713.5948000000003
304,F29718,2019-09-30 00:00:00,2019-09-30,871.1551000000001
305,F29719,2019-09-30 00:00:00,2019-10-30,50994.00000000001
306,F29720,2019-09-30 00:00:00,2019-09-30,1836.2068000000002
307,F29721,2019-09-30 00:00:00,2019-09-30,1267.8965
308,F29722,2019-09-30 00:00:00,2019-09-30,1724.1379000000002
309,F29723,2019-09-30 00:00:00,2019-09-30,431.0344
310,F29724,2019-09-30 00:00:00,2019-09-30,623.75
311,F29725,2019-09-30 00:00:00,2019-09-30,498.2758
312,F29726,2019-09-30 00:00:00,2019-09-30,571.6379000000001
313,F29727,2019-09-30 00:00:00,2019-09-30,1288.7931
314,F29728,2019-09-30 00:00:00,2019-09-30,344.8275
315,F29729,2019-09-30 00:00:00,2019-09-30,258.6206
316,F29730,2019-09-30 00:00:00,2019-09-30,650.0
317,F29731,2019-09-30 00:00:00,2019-09-30,332.7582
318,F29732,2019-09-30 00:00:00,2019-09-30,862.0689000000001
319,F29733,2019-09-30 00:00:00,2019-09-30,7512.0
320,F29734,2019-09-27 00:00:00,2019-11-01,14495.000000000002
321,F29735,2019-10-02 00:00:00,2019-10-02,1014.82
322,F29736,2019-10-02 00:00:00,2019-11-01,23266.250000000004
323,F29737,2019-10-02 00:00:00,2019-10-17,976.5000000000001
324,F29738,2019-09-30 00:00:00,2019-11-01,15085.300000000003
325,F29739,2019-10-02 00:00:00,2019-10-02,1164.5271
326,F29740,2019-10-02 00:00:00,2019-10-02,2088.0
327,F29741,2019-10-02 00:00:00,2019-10-02,224.13600000000002
328,F29742,2019-10-02 00:00:00,2019-10-02,225.00000000000003
329,F29743,2019-10-02 00:00:00,2019-11-01,1623.0000000000002
330,F29744,2019-09-09 00:00:00,2019-10-02,682.7600000000001
331,F29745,2019-10-02 00:00:00,2019-10-02,948.5400000000001
332,F29746,2019-10-02 00:00:00,2019-10-02,270.1
333,F29747,2019-10-02 00:00:00,2019-10-02,237.93240000000003
334,F29748,2019-10-02 00:00:00,2019-10-02,258.62
335,F29749,2019-09-17 00:00:00,2019-10-02,5420.320000000001
336,F29750,2019-10-02 00:00:00,2019-10-17,2655.0
337,F29751,2019-10-02 00:00:00,2019-10-10,60000.00000000001
338,F29752,2019-10-02 00:00:00,2019-10-02,623.73
339,F29753,2019-10-02 00:00:00,2019-10-10,60000.00000000001
340,F29754,2019-10-04 00:00:00,2019-11-02,10500.0
341,F29755,2019-09-25 00:00:00,2019-11-02,1000.0000000000001
342,F29756,2019-10-03 00:00:00,2019-11-02,1500.0000000000002
343,F29757,2019-10-04 00:00:00,2019-10-03,4070.55
344,F29758,2019-10-03 00:00:00,2019-10-03,633.96
345,F29759,2019-10-03 00:00:00,2019-10-03,3662.7571000000007
346,F29760,2019-09-23 00:00:00,2019-10-03,8143.800000000001
347,F29763,2019-10-03 00:00:00,2019-10-03,1046.5600000000002
348,F29764,2019-10-03 00:00:00,2019-11-02,1490.0000000000002
349,F29765,2019-10-03 00:00:00,2019-10-03,460.00000000000006
350,F29766,2019-10-03 00:00:00,2019-10-03,420.0862
351,F29767,2019-10-02 00:00:00,2019-10-03,448.28000000000003
352,F29768,2019-10-03 00:00:00,2019-10-03,2410.2200000000003
353,F29769,2019-10-03 00:00:00,2019-10-18,6516.0
354,F29770,2019-10-03 00:00:00,2019-10-03,3436.2600000000007
355,F29771,2019-09-03 00:00:00,2019-11-02,16000.000000000002
356,F29772,2019-10-03 00:00:00,2019-10-18,1701.9
357,F29773,2019-10-03 00:00:00,2019-10-18,1015.0400000000001
358,F29774,2019-10-03 00:00:00,2019-10-18,1701.9
359,F29775,2019-10-03 00:00:00,2019-10-03,284.53000000000003
360,F29776,2019-10-03 00:00:00,2019-10-03,1100.3000000000002
361,F29777,2019-10-02 00:00:00,2019-10-03,318.4200000000001
362,F29778,2019-10-02 00:00:00,2019-10-03,56.71000000000001
363,F29779,2019-10-03 00:00:00,2019-10-18,714.0000000000001
364,F29780,2019-10-04 00:00:00,2019-11-03,1490.0000000000002
365,F29781,2019-09-25 00:00:00,2019-11-03,400.00000000000006
366,F29782,2019-10-04 00:00:00,2019-11-03,7590.000000000001
367,F29783,2019-09-25 00:00:00,2019-10-04,3117.4500000000003
368,F29784,2019-09-26 00:00:00,2019-11-03,8686.41
369,F29785,2019-10-04 00:00:00,2019-10-04,813.8103000000001
370,F29786,2019-09-12 00:00:00,2019-10-04,1889.0200000000002
371,F29787,2019-10-04 00:00:00,2019-10-04,2370.0
372,F29788,2019-10-04 00:00:00,2019-10-19,3850.0000000000005
373,F29789,2019-10-04 00:00:00,2019-10-04,7665.06
374,F29790,2019-09-30 00:00:00,2019-10-04,258.62
375,F29791,2019-10-04 00:00:00,2019-10-04,449.3
376,F29792,2019-09-24 00:00:00,2019-10-04,3356.8444000000004
377,F29793,2019-09-25 00:00:00,2019-10-04,789.0000000000001
378,F29794,2019-10-04 00:00:00,2019-10-04,813.9200000000001
379,F29795,2019-09-26 00:00:00,2019-11-03,1054.0
380,F29796,2019-10-04 00:00:00,2019-10-19,1236.0
381,F29797,2019-10-04 00:00:00,2019-10-04,1140.0
382,F29798,2019-10-04 00:00:00,2019-10-04,349.14000000000004
383,F29799,2019-10-04 00:00:00,2019-11-03,3430.0
384,F29800,2019-10-04 00:00:00,2019-10-04,740.0000000000001
385,F29801,2019-09-13 00:00:00,2019-11-18,3572.5
386,F29802,2019-10-04 00:00:00,2019-11-03,675.0
387,F29803,2019-10-03 00:00:00,2019-11-03,2430.0
388,F29804,2019-10-04 00:00:00,2019-11-03,675.0
389,F29805,2019-10-04 00:00:00,2019-10-04,784.0
390,F29806,2019-10-04 00:00:00,2019-10-04,2203.25
391,F29807,2019-09-25 00:00:00,2019-11-03,5600.000000000001
392,F29808,2019-10-04 00:00:00,2019-10-04,113.4
393,F29809,2019-09-24 00:00:00,2019-10-04,908.6200000000001
394,F29810,2019-10-04 00:00:00,2019-10-04,340.0
395,F29811,2019-10-04 00:00:00,2019-10-04,442.6
396,F29812,2019-10-01 00:00:00,2019-11-06,72720.0
397,F29813,2019-10-07 00:00:00,2019-10-07,784.62
398,F29814,2019-09-09 00:00:00,2019-11-06,1200.0
399,F29815,2019-10-07 00:00:00,2019-10-07,2609.25
400,F29816,2019-10-07 00:00:00,2019-10-07,392.35
401,F29817,2019-10-07 00:00:00,2019-10-07,410.34430000000003
402,F29818,2019-10-07 00:00:00,2019-10-07,6050.2
403,F29819,2019-09-04 00:00:00,2019-10-22,2000.0000000000002
404,F29820,2019-10-07 00:00:00,2019-10-07,650.0
405,F29821,2019-10-01 00:00:00,2019-10-07,571.6400000000001
406,F29822,2019-09-24 00:00:00,2019-10-07,1267.89
407,F29823,2019-10-07 00:00:00,2019-10-07,3300.0000000000005
408,F29824,2019-10-04 00:00:00,2019-10-23,2853.75
409,F29825,2019-10-08 00:00:00,2019-11-07,11100.0
410,F29826,2019-10-08 00:00:00,2019-10-08,717.24
411,F29827,2019-10-08 00:00:00,2019-10-23,659.8
412,F29828,2019-10-04 00:00:00,2019-10-23,2427.5
413,F29829,2019-10-08 00:00:00,2019-10-08,315.90000000000003
414,F29830,2019-09-20 00:00:00,2019-10-08,498.28000000000003
415,F29831,2019-10-08 00:00:00,2019-10-23,5800.000000000001
416,F29832,2019-10-08 00:00:00,2019-10-08,48.00000000000001
417,F29833,2019-10-08 00:00:00,2019-10-23,659.7987
418,F29834,2019-10-08 00:00:00,2019-10-08,5255.25
419,F29835,2019-10-08 00:00:00,2019-10-08,44.84
420,F29836,2019-10-08 00:00:00,2019-10-08,575.8620000000001
421,F29837,2019-10-08 00:00:00,2019-10-08,1398.88
422,F29838,2019-10-09 00:00:00,2019-10-09,3442.1400000000003
423,F29839,2019-10-09 00:00:00,2019-10-09,1387.94
424,F29840,2019-10-09 00:00:00,2019-10-09,47.42
425,F29841,2019-10-01 00:00:00,2019-10-09,7512.000000000001
426,F29842,2019-10-09 00:00:00,2019-10-09,2120.16
427,F29843,2019-10-09 00:00:00,2019-10-09,112.10000000000001
